,dependency,repo,dependencyType,monthsFromAbandonmentToRemoval,depAbandonedAt,abandonmentTypeBinary,statusEver,repoAgeAtAbandonment,totalNumDependencies,numNormalDeps,numDevDeps,totalDependencyChurn,repoSize,numCommits,numMaintainers,numCorporateCommits,useDepManagementTools,hasCoC,hasContributing,hasLicense,hasIssueTemplate,hasPRTemplate,hasREADME,numREADMEHeaders,avgTechnicalLagDays,medianTechnicalLagDays,hasTechnicalLag,numIssuesOpened,numIssuesClosed,latestCommit,numStarsCurrent
122,mongoose-auto-increment,surmon-china/nodepress,dependency,15,7/1/19,explicit-notice,1,41,63,43,20,120,1284,234,1,0,1,0,0,1,0,0,1,16,2.745762712,0,1,5,1,10/1/23,1305
283,gulp-live-server,svarunbe/minerva-firebase,dependency,NA,8/1/17,activity-based,0,2,32,32,0,32,2532,21,2,0,0,0,0,0,0,0,1,0,16,0,1,0,0,9/1/17,0
884,extract-text-webpack-plugin,sveggiani/ml-fe-practice-test,dependency,NA,5/1/19,explicit-notice,0,11,62,55,7,74,1096,25,1,0,0,0,0,0,0,0,1,5,264.25,253.5,1,0,0,6/1/21,0
475,@netlify/cli-utils,sw-yx/plsdeletetestrepo3,dependency,NA,12/1/19,explicit-notice,0,4,11,2,9,11,348,17,2,0,0,0,0,0,0,0,1,9,12.5,0,1,0,0,3/1/20,0
329,gulp-util,SystangoTechnologies/Crashlyzer,dependency,NA,12/1/17,explicit-notice,0,10,47,41,6,47,1744,16,2,0,0,0,1,0,0,0,1,9,101.7105263,0,1,0,0,10/1/18,59
139,@types/node,szorfein/Meteor-App,dependency,NA,1/1/17,activity-based,0,2,29,26,3,32,864,32,1,0,0,0,0,1,0,0,1,10,36.76,39,1,0,0,11/1/17,4
717,request,TA2k/ioBroker.nina,dependency,NA,2/1/20,explicit-notice,0,7,21,3,18,37,456,27,1,0,1,0,0,1,0,0,1,15,44.85,0,1,10,10,11/1/23,14
767,time-grunt,taarifa/Actuality,dependency,NA,11/1/18,explicit-notice,0,49,27,26,1,0,260,0,0,0,0,0,0,1,0,0,0,-1,1225.807692,1333.5,1,0,0,7/1/23,0
633,request,taghubnet/register-agent,dependency,31,2/1/20,explicit-notice,1,32,5,5,0,0,41624,0,0,0,0,0,0,0,0,0,1,1,465,626,1,0,0,6/1/23,0
75,babel-preset-env,taikiken/moku.js,dependency,16,7/1/17,explicit-notice,1,12,32,32,0,104,13288,186,2,0,0,0,0,1,0,0,1,2,36.12903226,0,1,2,0,4/1/19,0
952,invariant,taion/scroll-behavior,dependency,NA,4/1/18,activity-based,0,29,34,2,32,30,256,22,1,0,0,0,0,1,0,0,1,8,51.51515152,0,1,2,2,2/1/21,548
134,ng-file-upload,Take12Development/take12app,dependency,NA,3/1/18,activity-based,0,7,38,38,0,76,988,313,2,0,0,0,0,0,0,0,1,4,163.3243243,162,1,0,0,6/1/18,0
320,gulp-util,TakenPilot/gulp-limit-complexity,dependency,NA,12/1/17,explicit-notice,0,39,12,6,6,0,40,0,0,0,0,0,0,0,0,0,1,4,532.5454545,303,1,0,0,1/1/23,0
293,sw-toolbox,talaos/talaos,dependency,3,4/1/19,explicit-notice,1,18,54,31,23,119,4660,34,1,0,0,0,0,0,0,0,1,3,216.4716981,198,1,0,0,8/1/19,0
682,request,talis/talis-node,dependency,NA,2/1/20,explicit-notice,0,11,21,10,11,41,932,55,3,0,0,0,1,0,0,0,1,2,560.6315789,444,1,2,0,9/1/23,0
838,eslint-loader,tars/tars,devDependency,NA,9/1/20,explicit-notice,0,75,59,3,56,12,2592,9,1,0,0,0,0,1,0,0,1,7,86.01960784,0,1,12,6,7/1/22,803
862,eslint-loader,tbytheway/react-portfolio,dependency,NA,9/1/20,explicit-notice,0,2,57,52,5,78,5428,20,1,0,0,0,0,1,0,0,1,1,285.0363636,0,1,0,0,10/1/20,0
696,request,tcalhounjr/react-practice,dependency,NA,2/1/20,explicit-notice,0,2,13,11,2,13,184,8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3/1/20,0
685,request,tcardoso2/vermon-web,dependency,NA,2/1/20,explicit-notice,0,35,20,14,6,22,9012,29,2,0,0,1,0,1,0,0,1,3,5.222222222,0,1,2,0,9/1/20,0
600,react-router-redux,tedlano/tedtools-react,dependency,NA,7/1/18,explicit-notice,0,3,83,32,51,83,4996,4,1,0,1,1,1,1,1,1,1,5,309.8780488,343,1,0,0,1/1/20,0
107,nodeunit,teknopaul/portawiki,dependency,NA,5/1/18,explicit-notice,0,46,6,6,0,0,2560,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,6/1/18,2
641,request,tektrans/komodo-sdk,dependency,NA,2/1/20,explicit-notice,0,37,28,27,1,9,4976,79,1,0,0,0,0,0,0,0,1,0,66.92592593,0,1,0,0,9/1/23,0
403,fs-promise,temando/serverless-openapi-documentation,dependency,2,5/1/17,explicit-notice,1,2,27,9,18,37,276,9,1,0,0,0,0,0,0,0,1,17,1.090909091,0,1,0,0,6/1/18,88
4,@adonisjs/ignitor,Tequelequeteque/api,dependency,NA,3/1/20,explicit-notice,0,5,21,14,7,33,480,49,2,0,0,0,0,0,0,0,1,3,124.4,0,1,0,0,10/1/20,0
468,postcss-cssnext,thaibault/webOptimizer,peerDependency,3,5/1/18,explicit-notice,1,26,58,30,5,3966,1068,703,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12/1/23,7
916,document-register-element,thanhhoa214/digital-menu-builder,dependency,NA,10/1/20,explicit-notice,0,1,34,16,18,34,-1,0,0,0,0,0,0,0,0,0,0,-1,125.7575758,83,1,0,0,8/1/21,0
520,tslint,TheImplementer/native-todo-manager,dependency,NA,1/1/20,explicit-notice,0,8,21,10,11,21,2512,6,2,0,1,0,0,0,0,0,0,-1,64.5,0,1,0,0,12/1/20,0
280,es7-reflect-metadata,thekip/smarthome-front,dependency,5,2/1/17,activity-based,1,13,45,11,34,15,404,11,1,0,0,0,0,1,0,0,1,19,181.0731707,146,1,0,0,2/1/18,1
855,eslint-loader,TheLazyPerson/seller-web,dependency,NA,9/1/20,explicit-notice,0,12,103,103,0,110,5856,506,2,0,0,0,0,0,0,0,1,13,181.4285714,122.5,1,0,0,1/1/21,1
927,react-native-fetch-blob,thiagotteles/pet-book,dependency,NA,3/1/19,explicit-notice,0,11,21,17,4,21,105224,2,1,0,0,0,0,1,0,0,0,-1,201,287,1,0,0,9/1/21,1
699,request,thieman/better-search,dependency,NA,2/1/20,explicit-notice,0,13,21,13,8,51,672,125,3,0,1,0,0,1,1,0,1,5,44.7,0,1,12,5,3/1/20,13
161,humps,thomasboyt/jam-buds,dependency,8,7/1/17,activity-based,1,8,79,55,24,104,1500,214,1,0,0,0,0,0,0,0,1,31,78.56338028,0,1,0,0,11/1/21,9
570,react-navigation-stack,thomson008/eco-lution-real,dependency,NA,2/1/20,explicit-notice,0,4,32,26,6,48,4444,8,3,0,0,0,0,0,0,0,1,3,81.75862069,47,1,0,0,6/1/22,0
307,grunt-contrib-csslint,thorsten/phpMyFAQ,devDependency,35,1/1/17,activity-based,1,36,27,11,16,113,11472,446,1,0,0,1,1,1,0,0,1,12,405.6666667,0,1,159,113,11/1/23,571
598,react-router-redux,thx/rap2-dolores,dependency,12,7/1/18,explicit-notice,1,8,35,30,5,39,1184,26,1,0,0,0,0,0,0,0,1,18,276.59375,313.5,1,52,52,7/1/21,605
732,request,TiagoDanin/SubtitlesX,dependency,NA,2/1/20,explicit-notice,0,26,5,5,0,27,116,60,2,0,1,0,0,1,0,0,1,13,19.75,0,1,0,0,5/1/21,3
16,angular-file-saver,tiagoporto/svg-music-logos,devDependency,9,2/1/17,activity-based,1,12,50,1,49,50,180696,157,2,0,0,0,1,1,0,0,1,5,74.20833333,0,1,0,0,7/1/21,33
100,broccoli-debug,tildeio/libkit,dependency,NA,11/1/18,activity-based,0,15,13,12,0,24,424,35,2,0,0,0,0,1,0,0,1,2,31.83333333,0,1,3,1,8/1/19,17
104,d3-tip,timewindergg/Forward,dependency,NA,12/1/18,explicit-notice,0,14,33,32,1,35,1572,284,3,0,0,0,0,0,0,0,1,0,60.3125,0,1,12,3,4/1/19,1
612,request,timofeyp/schedule-server,dependency,NA,2/1/20,explicit-notice,0,8,47,35,12,49,228,57,1,0,0,0,0,0,0,0,0,-1,196.5555556,0,1,0,0,6/1/20,1
469,stats-percentile,timvisee/dworek,dependency,NA,4/1/18,activity-based,0,21,19,17,2,34,38472,341,1,0,0,0,0,1,0,0,1,6,176.2352941,179,1,0,0,10/1/21,4
42,cordova-plugin-compat,tinoweb/controlcondoappVersao,dependency,6,4/1/19,explicit-notice,1,13,21,21,0,38,84756,761,3,0,0,1,1,1,1,1,0,-1,207.0526316,157,1,0,0,12/1/19,0
245,markdown,Tkwkrystal/node-blog,dependency,NA,2/1/19,explicit-notice,0,2,6,6,0,6,8148,2,2,0,0,0,0,0,0,0,1,6,0,0,0,0,0,5/1/19,0
135,ng-file-upload,tmkelly28/deckster,dependency,NA,3/1/18,activity-based,0,28,56,56,0,0,696,0,0,0,0,0,0,0,0,0,0,-1,458.7592593,547.5,1,0,0,9/1/18,0
932,copy-paste,Tobiaqs/Imgur-CLI,dependency,NA,1/1/17,activity-based,0,13,4,4,0,0,44,2,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,4/1/17,0
836,eslint-loader,TodorovStanimir/burger-builder,dependency,NA,9/1/20,explicit-notice,0,2,41,40,1,44,652,21,1,0,1,0,0,0,0,0,1,1,779.2307692,960,1,0,0,1/1/21,0
90,buffertools,toktok/node-toxcore,dependency,3,7/1/19,explicit-notice,1,55,19,10,9,0,432,1,1,0,0,0,0,1,0,0,1,3,179.8235294,0,1,0,0,1/1/22,17
913,node-libs-browser,tomusdrw/eth-opcodevis,dependency,NA,6/1/19,explicit-notice,0,41,18,7,11,0,244,0,0,0,0,0,0,1,0,0,1,1,932.5882353,1176,1,0,0,7/1/20,3
749,rollup-plugin-typescript,topsmart0201/LP_builder,devDependency,0,12/1/19,explicit-notice,1,11,214,51,160,1767,8516,1493,1,0,0,0,1,1,0,0,1,14,169.1263736,2.5,1,0,0,5/1/22,0
718,request,trackds/k3dump,dependency,NA,2/1/20,explicit-notice,0,33,5,5,0,8,68,11,1,0,0,0,0,0,0,0,1,12,131.3333333,87,1,0,0,5/1/23,0
553,xtend,tradle/mycloud,dependency,NA,8/1/20,explicit-notice,0,38,170,126,44,65,15144,1654,2,0,0,0,0,1,0,0,1,92,265.682243,0,1,0,0,9/1/22,14
620,request,transitive-bullshit/wahlburger,dependency,NA,2/1/20,explicit-notice,0,18,6,3,3,0,312,0,0,0,0,0,0,0,0,0,1,8,320.5,276,1,0,0,7/1/20,7
752,awesome-typescript-loader,travis-lindsay/mr-martian,devDependency,14,12/1/19,explicit-notice,1,21,10,4,6,13,3560,11,1,0,0,0,0,0,0,0,1,4,213.4444444,0,1,0,0,3/1/21,0
601,react-router-redux,Treggats/miniature-succotash,dependency,NA,7/1/18,explicit-notice,0,2,11,11,0,11,680,69,1,0,0,0,0,0,0,0,1,141,3.2,0,1,0,0,10/1/19,0
713,request,triono613/LEARN-NODE-API,dependency,NA,2/1/20,explicit-notice,0,2,13,13,0,13,200,4,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2/1/22,0
655,request,TRIPTYK/nfw-core,dependency,12,2/1/20,explicit-notice,1,5,33,25,8,263,280,29,3,0,0,0,0,0,0,0,1,1,17.33333333,0,1,0,0,9/1/23,4
44,cordova-plugin-compat,TroyNech/contactor,dependency,NA,4/1/19,explicit-notice,0,2,57,33,24,57,2580,7,1,0,0,0,0,0,0,0,1,1,58.83636364,0,1,0,0,6/1/19,0
514,tslint,trustlines-protocol/clientlib,devDependency,NA,1/1/20,explicit-notice,0,31,35,8,27,22,780,244,3,0,1,0,0,1,0,0,1,6,188.030303,0,1,26,19,12/1/22,10
678,request,trylvis/OsloBysykkel,dependency,NA,2/1/20,explicit-notice,0,17,5,5,0,3,180,7,2,0,1,0,0,0,0,0,1,6,49.5,2,1,0,0,5/1/22,0
328,gulp-util,tschortsch/gulp-bootlint,dependency,4,12/1/17,explicit-notice,1,37,8,5,3,7,72,8,1,0,0,0,0,1,0,0,1,14,71.42857143,0,1,0,0,5/1/21,41
252,react-native,tuantranf/react-native-twitter-sample,dependency,NA,1/1/17,activity-based,0,4,9,9,0,61,604,22,2,0,0,0,0,0,0,0,1,2,11.875,0,1,0,0,12/1/17,1
184,shortid,tuhnik/minibin,dependency,NA,7/1/20,explicit-notice,0,21,8,8,0,56,880,17,2,0,1,0,0,0,0,0,1,3,30.14285714,0,1,0,0,5/1/21,1
958,mocha-webpack,turingschool-examples/word_watch,devDependency,NA,6/1/18,activity-based,0,11,19,1,18,20,280,6,1,0,0,0,0,0,0,0,1,3,66.55555556,0,1,0,0,10/1/19,0
214,emojione,turt2live/matrix-appservice-webhooks,dependency,NA,6/1/18,explicit-notice,0,11,24,24,0,31,444,63,2,0,1,0,0,1,0,0,1,6,14.45454545,0,1,15,8,4/1/22,95
551,node-opus,twh0008/code-bot,dependency,NA,4/1/20,explicit-notice,0,24,7,7,0,0,152,0,0,0,0,0,0,0,0,0,1,3,206.8333333,3.5,1,0,0,9/1/20,0
737,rollup-plugin-babel,txs1992/mt-utils,dependency,NA,4/1/20,explicit-notice,0,12,18,18,0,18,216,62,2,0,1,0,0,1,0,0,1,12,145.5294118,36,1,0,0,3/1/21,2
723,request,u-can-miracle/Rx,dependency,NA,2/1/20,explicit-notice,0,1,84,65,19,84,1208,1,1,0,0,0,0,0,0,0,1,1,53.07894737,0,1,0,0,3/1/20,0
416,dustjs-linkedin,uhyo/my-static,dependency,NA,5/1/18,activity-based,0,23,26,16,10,0,148,0,0,0,0,0,0,0,0,0,1,5,162.0833333,0,1,0,0,5/1/21,1
784,wiredep,UI-Research/college-affordability.urban.org,dependency,NA,1/1/17,activity-based,0,8,74,63,11,147,13964,988,4,0,0,0,0,0,0,0,1,8,44.02777778,0,1,36,36,7/1/19,0
426,babel-plugin-transform-decorators-legacy,ukeyshima/handWritingFormulaEditor,devDependency,4,9/1/18,activity-based,1,3,31,0,31,33,14672,4,1,0,0,0,0,0,0,0,0,-1,27.5,0,1,0,0,1/1/19,0
347,hubot-redis-brain,UniqKey/openshiftbot,dependency,NA,6/1/18,activity-based,0,1,16,14,2,21,212,55,2,0,0,0,0,0,0,0,1,6,28.06666667,0,1,2,0,6/1/19,2
1,bootstrap-validator,v4lproik/spam-should-not-pass-frontend,devDependency,NA,6/1/18,explicit-notice,0,31,30,3,27,0,3656,0,0,0,0,0,0,0,0,0,1,6,361.7586207,371,1,0,0,9/1/19,0
119,cloudscraper,veteri/videosync.io,dependency,NA,5/1/20,explicit-notice,0,15,5,5,0,0,10696,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,4/1/21,0
501,vue-resource,victorzshi/better,dependency,NA,1/1/19,activity-based,0,11,14,3,11,14,2408,17,2,0,0,0,0,0,0,0,1,5,79.46153846,0,1,0,0,3/1/22,0
870,extract-text-webpack-plugin,viki-korotkaya/burger-basics--01-project-setup,dependency,NA,5/1/19,explicit-notice,0,1,38,38,0,38,1560,11,2,0,0,0,0,0,0,0,1,123,466.1891892,555,1,0,0,6/1/19,0
380,react-codemirror,violinW/template-code,dependency,NA,9/1/17,activity-based,0,2,38,4,34,38,1968,10,1,0,0,0,0,0,0,0,0,-1,248.8918919,64,1,0,0,9/1/18,0
653,request,VismarkJuarez/RealEstatePriceEstimator,devDependency,1,2/1/20,explicit-notice,1,1,96,39,57,184,2752,5,1,0,0,0,0,1,0,0,1,1,345.0222222,0,1,0,0,4/1/20,0
874,extract-text-webpack-plugin,visualnaut/todoapp-react,dependency,NA,5/1/19,explicit-notice,0,11,44,38,6,46,652,12,1,0,0,0,0,0,0,0,1,1,393.7142857,397.5,1,0,0,3/1/20,0
618,request,VladDisco07/SunnyBot,dependency,NA,2/1/20,explicit-notice,0,24,2,2,0,0,24,0,0,0,0,0,0,0,0,0,1,1,758,758,1,0,0,1/1/21,0
697,request,vneekhra/node3-weather-website,dependency,NA,2/1/20,explicit-notice,0,1,3,3,0,3,216,4,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1/1/21,0
912,json-loader,Voiceofamerica/voa-vi,dependency,NA,8/1/18,explicit-notice,0,3,103,92,11,131,4164,55,1,0,0,0,0,0,0,0,1,8,54.2247191,0,1,0,0,11/1/18,0
760,eslint-plugin-filenames,voodoocreation/mynameisviii.com,dependency,13,7/1/18,activity-based,1,1,91,91,0,111,2228,51,1,0,0,0,0,0,0,0,1,0,0.4,0,1,0,0,8/1/21,0
227,gatsby-plugin-web-font-loader,Vujovic/the-tulip,dependency,NA,2/1/20,explicit-notice,0,4,22,21,1,22,3704,14,2,0,0,0,0,1,0,0,1,0,3.571428571,0,1,0,0,5/1/20,0
654,request,vvdf/databases,dependency,NA,2/1/20,explicit-notice,0,1,13,7,6,15,368,3,2,0,0,0,0,0,0,0,0,-1,9,0,1,0,0,4/1/20,0
899,uglifyjs-webpack-plugin,vvillait88/personal-site,dependency,NA,12/1/19,explicit-notice,0,14,54,44,10,0,-1,0,0,0,0,0,0,0,0,0,0,-1,143.0384615,0,1,0,0,11/1/22,0
256,react-native,vvvsrx/random_look_up,dependency,NA,1/1/17,activity-based,0,1,7,3,4,7,468,5,1,0,0,0,0,1,0,0,1,1,2.166666667,0,1,0,0,3/1/17,0
434,pigeon-overlay,Waiviogit/waivio,dependency,NA,12/1/20,explicit-notice,0,26,145,104,41,88,16588,5186,9,0,0,1,1,1,1,1,1,3,285.5220588,0,1,118,0,12/1/23,7
180,ionic-plugin-keyboard,wangpeach/xyshop-app,dependency,NA,1/1/18,explicit-notice,0,4,32,24,8,43,37224,18,2,0,0,0,1,1,1,0,1,3,147.4642857,0,1,0,0,3/1/18,0
510,tslint,wapappdeveloper/my-responsive-website-v2,devDependency,NA,1/1/20,explicit-notice,0,17,30,12,18,0,3984,0,0,0,0,0,0,0,0,0,1,7,499.3103448,545,1,0,0,6/1/21,0
400,any-promise,warncke/express-handlebars-multi,dependency,NA,2/1/17,activity-based,0,1,11,8,3,12,132,4,1,0,0,0,0,1,0,0,1,4,0,0,0,0,0,11/1/18,0
356,jest-environment-jsdom-fourteen,wavesplatform/dapp-ui,dependency,NA,11/1/20,explicit-notice,0,13,88,80,8,23,1132,85,2,0,0,0,0,0,0,0,1,6,268.6547619,265.5,1,0,0,8/1/23,6
820,ng2-select,webguru103/angular2-typescript,dependency,NA,4/1/18,activity-based,0,6,46,24,22,92,5948,4,2,0,0,0,0,0,0,0,1,8,185,146,1,0,0,7/1/18,0
878,extract-text-webpack-plugin,WebJamApps/JaMmusic,dependency,12,5/1/19,explicit-notice,1,2,59,40,19,258,23240,177,3,0,1,0,0,1,0,0,1,1,88,88,1,3,0,12/1/23,3
433,electron-webrtc,webtorrent/webtorrent-hybrid,dependency,17,2/1/17,activity-based,1,21,5,4,1,17,56,49,3,0,1,0,0,1,0,0,1,9,0,0,0,30,26,9/1/23,503
422,babel-plugin-transform-decorators-legacy,weixiao-huang/UniWorld.Native,dependency,NA,9/1/18,activity-based,0,17,48,33,15,0,16168,0,0,0,0,0,0,1,0,0,0,-1,184.3023256,181,1,0,0,12/1/18,0
206,electron-prebuilt,wescosta/h5-play,dependency,NA,10/1/17,explicit-notice,0,26,11,5,6,0,504,0,0,0,0,0,0,1,0,0,1,5,101.6,0,1,0,0,11/1/18,1
666,request,whatl3y/txr,dependency,4,2/1/20,explicit-notice,1,28,28,22,6,19,520,9,1,0,0,0,0,0,0,0,1,26,105.6666667,0,1,0,0,6/1/20,21
452,phantomjs-prebuilt,wikimedia/integration-visualdiff,dependency,12,7/1/19,explicit-notice,1,61,10,10,0,0,276,0,0,0,0,0,0,0,0,0,1,11,587.375,248.5,1,0,0,12/1/23,3
546,resize-observer-polyfill,wilderperozo/duit-front,dependency,NA,1/1/19,activity-based,0,7,44,26,18,46,4644,10,1,0,0,0,0,1,0,0,1,7,195.3170732,216,1,0,0,7/1/19,0
110,smooth-scroll,will-decker/portfolio-2019,dependency,16,4/1/20,explicit-notice,1,12,26,22,4,36,3764,28,1,0,0,0,0,1,0,0,1,1,39.44,0,1,0,0,10/1/21,0
680,request,William1444/izzyandwill,dependency,NA,2/1/20,explicit-notice,0,4,24,21,3,26,4604,62,1,0,0,0,0,0,0,0,0,-1,54.13636364,0,1,0,0,5/1/21,0
140,@types/node,witquicked/Fetlifejs,dependency,NA,1/1/17,activity-based,0,3,8,7,1,8,484,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,8/1/17,1
25,react-native-keyboard-spacer,wix/react-native-zss-rich-text-editor,dependency,NA,11/1/17,activity-based,0,12,5,3,0,17,1012,99,3,96,0,0,0,1,0,0,1,9,0,0,0,37,5,4/1/18,837
806,angular2-fontawesome,Wizehunt/blablavroum,dependency,NA,4/1/18,activity-based,0,5,48,27,21,171,1100,95,4,0,0,0,0,0,0,0,1,4,98.26666667,55,1,0,0,9/1/19,0
82,angular-font-awesome,wklipach/WebJob,dependency,NA,11/1/18,explicit-notice,0,6,43,23,20,72,3108,126,2,0,0,0,0,0,0,0,1,7,61.66666667,12.5,1,0,0,2/1/22,0
709,request,WRLC/orcid_task_service,dependency,NA,2/1/20,explicit-notice,0,28,4,4,0,4,156,5,1,0,0,0,0,0,0,0,1,22,0,0,0,0,0,2/1/22,0
740,rollup-plugin-commonjs,xavdid/splitwise-zapier,dependency,NA,12/1/19,explicit-notice,0,40,10,7,3,0,76,0,0,0,0,0,0,0,0,0,1,6,474.75,391.5,1,0,0,8/1/20,2
672,request,xBytez/slackbotapi,dependency,NA,2/1/20,explicit-notice,0,62,5,5,0,5,260,2,2,0,0,0,0,1,0,0,1,6,39.5,0,1,0,0,7/1/22,136
918,bulma-extensions,xdgfx/rotaprint,dependency,NA,5/1/20,explicit-notice,0,2,7,7,0,9,106200,61,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2/1/21,0
769,bootstrap-datetime-picker,xibosignage/xibo-cms,dependency,0,6/1/18,explicit-notice,1,53,55,33,22,143,64912,782,1,0,0,0,1,1,0,0,1,11,168.5769231,0,1,0,0,11/1/23,339
842,eslint-loader,xlj244127/react-pc-ts,dependency,NA,9/1/20,explicit-notice,0,2,71,71,0,71,1712,1,1,0,0,0,0,0,0,0,1,6,145.1176471,99,1,0,0,11/1/20,0
594,react-router-redux,xlj44400/myReactApp,dependency,NA,7/1/18,explicit-notice,0,10,68,20,48,68,2260,6,3,0,0,0,0,0,0,0,1,11,253,269,1,0,0,7/1/19,3
790,glamor,xmartinezpujol/react-starter-kit-lite,dependency,NA,8/1/18,activity-based,0,5,13,12,1,13,384,2,2,0,0,0,0,1,0,0,1,1,3.833333333,0,1,0,0,2/1/19,0
207,devtron,xtuJSer/CoCoMusic,devDependency,NA,6/1/18,explicit-notice,0,11,64,7,57,279,1920,44,2,0,0,0,0,1,0,0,1,16,60.25396825,0,1,11,10,10/1/20,924
815,markdown-it-loader,xupengtony/fresh,dependency,NA,5/1/18,activity-based,0,22,40,26,14,0,12920,36,3,0,0,0,0,1,0,0,1,8,227.6071429,14,1,0,0,9/1/20,0
901,uglifyjs-webpack-plugin,xwwscu/hot-ev-news,dependency,NA,12/1/19,explicit-notice,0,8,54,48,6,56,1436,43,1,0,0,0,0,0,0,0,0,-1,373.1923077,325.5,1,0,0,2/1/20,0
593,react-router-redux,yangli-io/Isomorphic-Universal-React-Template,dependency,NA,7/1/18,explicit-notice,0,31,43,25,18,0,192,0,0,0,0,0,0,1,0,0,1,8,363.9761905,394.5,1,0,0,8/1/20,20
942,@zeit/next-css,yannbf/tidl-ssr,dependency,NA,12/1/20,explicit-notice,0,13,75,31,44,77,3072,232,1,0,1,0,0,1,0,0,1,4,105.6986301,0,1,0,0,3/1/21,1
427,babel-plugin-transform-decorators-legacy,yanxlg/rc-ts-scripts,dependency,3,9/1/18,activity-based,1,3,95,93,2,95,396,14,1,0,0,0,0,0,0,0,1,1,96.1,0,1,0,0,6/1/19,0
431,gunzip-maybe,yarnpkg/lets-dev-demo,dependency,NA,8/1/17,activity-based,0,1,11,10,1,11,144,3,3,1,0,0,0,0,0,0,1,5,8.7,0,1,0,0,12/1/19,56
365,is-empty,YatchiYa/BlitzKreig,dependency,NA,3/1/19,explicit-notice,0,4,217,56,160,1786,459284,21,1,0,0,1,1,1,1,1,1,0,163.3205742,0,1,0,0,5/1/21,0
578,react-navigation-tabs,ychaim/watermelonmessenger,dependency,NA,2/1/20,explicit-notice,0,3,20,12,8,20,1940,35,1,0,0,0,0,0,0,0,1,1,53.88888889,0,1,0,0,7/1/20,0
670,request,ychamanova/calendar,dependency,NA,2/1/20,explicit-notice,0,1,35,28,7,39,1976,12,2,0,0,0,0,0,0,0,0,-1,153,0,1,0,0,5/1/20,0
837,eslint-loader,yesennes/bt-memorize-web,dependency,NA,9/1/20,explicit-notice,0,5,64,62,2,66,860,6,1,0,0,0,0,1,0,0,1,13,159.2459016,139,1,0,0,10/1/21,0
694,request,Yesterday17/HibikiDownloadBot,dependency,NA,2/1/20,explicit-notice,0,14,13,8,5,0,116,6,1,0,1,0,0,1,0,0,1,6,94.33333333,0,1,0,0,5/1/21,3
261,cordova-plugin-fcm,ymdahi/FCAD-Connect,dependency,NA,3/1/18,activity-based,0,1,29,27,2,29,1712,10,1,0,0,0,0,0,0,0,0,-1,55.10714286,66.5,1,0,0,4/1/18,0
494,vue-resource,Yoshidayoshi23/DaybydayCRM,dependency,NA,1/1/19,activity-based,0,30,16,10,6,0,22860,11,1,0,0,0,0,0,0,0,1,7,248.9285714,49.5,1,0,0,2/1/22,1
244,markdown,YPII/ypi-connect,dependency,0,2/1/19,explicit-notice,1,1,10,10,0,13,272,8,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,3/1/19,0
517,tslint,yseop/vscode-yseopml,devDependency,NA,1/1/20,explicit-notice,0,23,31,9,22,187,1496,114,2,0,1,0,0,0,0,0,1,10,84.11538462,0,1,7,4,11/1/22,4
393,react-komposer,YSWebWizard/ecommerce,dependency,2,5/1/17,activity-based,1,40,89,77,12,507,14756,1103,1,0,0,0,1,1,1,1,1,11,11.42352941,0,1,0,0,11/1/19,0
804,d3-ng2-service,ytyen/D3JS-280-Final,dependency,NA,8/1/18,activity-based,0,17,40,19,21,0,664,0,0,0,0,0,0,0,0,0,1,1,225.0769231,100,1,0,0,5/1/19,1
911,json-loader,yutaiwei/react-JD,dependency,NA,8/1/18,explicit-notice,0,16,23,9,14,0,1216,0,0,0,0,0,0,0,0,0,1,5,605.2727273,755.5,1,0,0,8/1/20,4
304,istanbul,yylgit/unit-test-demo,devDependency,NA,4/1/17,explicit-notice,0,14,8,3,5,3,56,11,2,0,0,0,0,0,0,0,1,1,76.57142857,0,1,0,0,11/1/18,0
810,postcss-easy-import,zachurich/zach-urich-2018,dependency,NA,9/1/18,activity-based,0,9,34,34,0,60,11256,23,1,0,0,0,0,0,0,0,0,-1,155,0,1,0,0,6/1/21,0
317,gulp-util,zce/gulp-reversion,dependency,NA,12/1/17,explicit-notice,0,25,2,2,0,0,3608,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7/1/19,1
372,iview-area,zeng-yang/together-admin,dependency,NA,12/1/18,activity-based,0,6,63,19,44,63,26676,2,1,0,0,0,0,1,0,0,1,14,105.6833333,0,1,0,0,1/1/19,0
248,react-native,ZevenFang/react-native-redux-zhihudaily,dependency,NA,1/1/17,activity-based,0,5,41,14,27,42,9272,41,1,0,0,0,0,1,0,0,1,12,55.51282051,0,1,0,0,11/1/19,190
